,SPTR Index,SX5T Index,TPXDDVD Index,HSI 1 Index,TUKXG Index,M1EF Index,LUATTRUU Index,LETGTREU Index,BATY0 Index,EMUSTRUU Index,LF98TRUU Index,LP01TREU Index,LUACTRUU Index,LP06TREU Index,BCIT1T Index,BEIG1T Index,SPGSCI Index,US0003M Index
07/18/2001,1692.267,5001.66,1322.75,,2538.12,90.62,1130.2,,3857.281,266.4348,537.77,95.71,1170.9,110.14,132.201,107.4815,198.2805,3.76
07/19/2001,1702.516,5103.93,1317.87,,2553.55,90.8,1129.21,,3871.757,265.3523,537.6,96.17,1171.32,110.19,132.1815,107.4593,196.4458,3.71
07/20/2001,1696.672,5048.18,,,2529.89,90.71,1128.78,,3880.796,269.8446,537.21,96.19,1171.81,110.5,132.2305,107.5932,199.3031,3.70875
07/21/2001,,,,,,,,,3881.377,,,,,,,,,
07/22/2001,,,,,,,,,3881.956,,,,,,,,,
07/23/2001,1668.9,5086.15,1283.15,,2538.45,90.67,1130.33,,3874.128,272.659,537.84,96.4,1173.35,110.56,132.0977,107.6263,199.8964,3.7
07/24/2001,1641.76,5025.96,1300.9,,2498.47,90.08,1131.65,,3871.934,271.6754,538.01,96.27,1174.87,110.48,132.071,107.8105,200.4072,3.7
07/25/2001,1668.159,4937.2,1311.1,,2477.7,90.14,1127.8,,3857.231,271.622,537.79,97.19,1171.02,110.4,131.8574,107.7633,204.2866,3.7
07/26/2001,1685.621,5007.42,1314.61,,2482.55,91.03,1128.5,,3846.919,270.0585,539.3,97.5,1172.77,110.56,131.9451,107.7447,203.614,3.705
07/27/2001,1689.785,5098.04,1305.76,,2537.51,91.43,1132.11,,3852.925,266.9986,539.86,97.73,1176.69,110.85,132.3286,108.1165,204.3053,3.69625
07/28/2001,,,,,,,,,3853.527,,,,,,,,,
07/29/2001,,,,,,,,,3854.113,,,,,,,,,
07/30/2001,1688.029,5176.29,1288.42,,2557.97,91.68,1134.2,,3860.264,266.7899,542.22,98.22,1179.27,110.91,132.4539,108.1772,203.1878,3.67875
07/31/2001,1697.445,5232.97,1312.46,,2596.67,91.96,1136.76,116.49,3859.568,266.0845,545.33,98.49,1180.46,111.08,133.222,108.2641,201.72,3.67
08/01/2001,1704.24,5234.05,1330.7,,2606.77,92.5,1135.13,,3871.748,264.4258,545.71,98.55,1179.63,110.96,133.1992,108.3871,201.5153,3.65625
08/02/2001,1711.174,5201.06,1362.03,,2624.45,93.6,1131.34,,3872.512,267.811,546.46,98.48,1175.65,110.83,132.9148,108.3058,205.7425,3.65
08/03/2001,1702.434,5151.02,1345.12,,2607.07,93.58,1130.52,,3868.034,268.2279,546.71,97.4,1174.53,110.9,132.8708,108.3281,203.7461,3.65625
08/04/2001,,,,,,,,,3868.629,,,,,,,,,
08/05/2001,,,,,,,,,3869.217,,,,,,,,,
08/06/2001,1683.031,5175.82,1343.7,,2597.14,92.94,1131.05,,3869.809,268.0095,548.2,97.46,1175.4,111.0,132.8871,108.3414,204.3385,3.65
08/07/2001,1688.603,5173.81,1350.03,,2602.01,92.35,1130.84,,3879.302,269.4842,548.46,97.59,1175.6,111.05,132.7126,108.3516,205.3189,3.64375
08/08/2001,1659.581,5084.56,1342.91,,2575.81,92.46,1137.36,,3877.686,272.5711,548.79,97.61,1182.13,111.09,133.1727,108.5088,204.2564,3.6375
08/09/2001,1659.756,4972.04,1306.54,,2541.21,91.65,1135.94,,3928.487,272.7259,548.8,97.38,1180.11,111.38,133.28,108.8099,204.3558,3.5949999999999998
08/10/2001,1669.206,4899.9,1303.84,,2552.63,92.01,1138.1,,3927.386,274.3195,549.55,97.3,1182.24,111.51,133.3602,109.1387,206.42,3.58875
08/11/2001,,,,,,,,,3927.948,,,,,,,,,
08/12/2001,,,,,,,,,3928.514,,,,,,,,,
08/13/2001,1670.962,4959.41,1286.86,,2554.45,92.37,1139.86,,3925.583,273.8343,549.36,97.21,1183.05,111.47,133.6432,109.148,206.2276,3.57
08/14/2001,1664.611,5023.41,1321.89,,2590.52,93.31,1139.34,,3922.976,271.7352,550.34,97.33,1182.44,111.33,133.8163,109.094,206.9237,3.56
08/15/2001,1652.713,4985.14,1316.92,,2574.31,93.25,1138.07,,3915.612,273.4932,550.41,97.32,1181.33,111.24,133.507,109.4504,206.9833,3.56
08/16/2001,1657.875,4926.78,1295.69,,2540.46,93.03,1140.93,,3911.569,274.4897,550.43,97.52,1183.17,111.34,133.4892,109.5414,205.392,3.5612500000000002
08/17/2001,1630.345,4813.46,1289.88,,2518.0,91.66,1145.91,,3920.899,272.0252,550.5,97.4,1187.75,111.64,133.5357,109.8649,201.2863,3.5475
08/18/2001,,,,,,,,,3921.461,,,,,,,,,
08/19/2001,,,,,,,,,3922.03,,,,,,,,,
08/20/2001,1643.59,4821.05,1273.71,,2525.22,90.74,1143.15,,3931.383,270.4534,550.76,97.16,1184.14,111.6,133.1666,109.8721,201.7229,3.52875
08/21/2001,1623.739,4852.71,1277.76,,2559.56,90.82,1144.35,,3926.709,268.496,550.86,96.93,1185.48,111.47,132.8996,109.7427,203.6428,3.5275
08/22/2001,1635.16,4856.82,1285.17,,2552.89,91.13,1144.16,,3938.69,274.7051,550.97,96.85,1185.56,111.35,133.0304,109.6476,201.3535,3.5125
08/23/2001,1630.665,4886.83,1265.16,,2547.15,91.04,1146.41,,3932.437,275.8166,550.09,96.95,1187.98,111.37,133.1678,109.6577,202.5342,3.5125
08/24/2001,1662.741,4981.01,1262.9,,2582.72,91.19,1144.14,,3938.583,275.423,550.14,96.98,1186.9,111.19,133.1792,109.3751,203.5159,3.5175
08/25/2001,,,,,,,,,3939.138,,,,,,,,,
08/26/2001,,,,,,,,,3939.707,,,,,,,,,
08/27/2001,1654.72,4984.6,1273.74,,,92.31,1143.43,,3948.901,275.3184,550.54,,1186.71,,133.0917,109.3845,202.2206,
08/28/2001,1629.908,4896.47,1268.48,,2565.15,92.01,1148.41,,3956.261,277.6699,550.94,97.28,1192.46,111.76,133.2627,109.5049,203.198,3.525
08/29/2001,1612.047,4908.35,1242.68,,2557.12,92.17,1152.18,,3973.735,279.3586,550.76,97.35,1196.35,111.77,133.1921,109.4433,203.128,3.5
08/30/2001,1584.773,4786.06,1229.14,,2517.01,91.63,1152.26,,3972.161,278.1234,553.0,96.29,1196.24,112.01,133.3185,109.8256,200.2939,3.49
08/31/2001,1591.182,4794.84,1217.12,,2522.82,91.04,1151.82,117.56,3971.521,278.5744,551.76,96.29,1195.79,111.93,133.4042,109.8285,203.0028,3.4625
09/01/2001,,,,,,,,,3972.068,,,,,,,,,
09/02/2001,,,,,,,,,3972.612,,,,,,,,,
09/03/2001,,4728.35,1181.9,,2507.31,90.19,,,3970.794,,,96.28,,112.04,133.4042,109.8315,,3.46563
09/04/2001,1590.293,4786.05,1213.22,,2539.17,90.71,1142.05,,3961.491,280.1341,551.79,96.53,1184.03,111.57,132.618,109.5152,201.4165,3.46625
09/05/2001,1588.926,4658.42,1199.53,,2510.3,90.07,1143.08,,3929.682,279.7474,551.74,96.79,1185.81,111.58,132.839,109.0151,202.1696,3.52
09/06/2001,1553.41,4547.1,1202.86,,2457.55,88.91,1149.68,,3927.808,278.3052,551.97,96.72,1191.13,111.81,133.2077,109.3588,203.9611,3.52
09/07/2001,1524.473,4427.05,1191.93,,2394.25,88.6,1153.88,,3942.918,277.7738,552.19,96.54,1194.0,112.03,133.6562,109.5894,206.5514,3.48625
09/08/2001,,,,,,,,,3943.526,,,,,,,,,
09/09/2001,,,,,,,,,3944.092,,,,,,,,,
09/10/2001,1533.981,4406.73,1164.52,,2376.96,87.85,1152.13,,3974.471,277.6738,552.45,96.7,1191.19,111.95,133.5794,109.6449,205.0136,3.36
09/11/2001,1533.981,4124.46,1166.88,,2241.1,84.96,,,3969.746,,,,,,133.5797,109.6468,207.0178,3.36
09/12/2001,1533.981,4176.5,1092.65,,2305.85,82.74,,,4007.932,,,,,,133.5799,110.3022,,3.15625
09/13/2001,1533.981,4218.66,1106.66,,2334.89,81.68,,,4002.595,,,,,,134.593,110.094,,3.15
09/14/2001,1533.981,3959.17,1140.08,,2246.16,79.72,1169.14,,4004.402,276.5721,,93.27,1193.97,112.21,134.9048,110.6259,214.2537,3.15
09/15/2001,,,,,,,,,4004.93,,,,,,,,,
09/16/2001,,,,,,,,,4005.458,,,,,,,,,
09/17/2001,1458.995,4104.86,1098.88,,2313.75,78.41,1164.83,,4020.095,271.3409,,93.34,1190.25,112.1,134.8511,110.2008,210.3578,3.11
09/18/2001,1450.54,4085.62,1117.23,,2290.06,78.82,1158.19,,4019.753,272.338,,93.14,1185.77,112.0,134.1758,110.1115,204.2738,2.965
09/19/2001,1427.245,3977.0,1144.76,,2231.64,79.41,1160.57,,4003.786,273.0812,,91.9,1189.3,111.95,134.5193,109.8702,197.9735,2.78313
09/20/2001,1382.932,3801.29,1130.27,,2153.75,77.17,1156.37,,4011.41,270.3807,,91.97,1184.48,111.84,134.34,109.8698,197.0183,2.6025
09/21/2001,1356.609,3685.68,1100.81,,2095.52,75.12,1158.85,,4004.598,268.8093,523.22,91.34,1185.19,111.84,134.8818,109.772,193.9447,2.615
09/22/2001,,,,,,,,,4005.135,,,,,,,,,
09/23/2001,,,,,,,,,4005.663,,,,,,,,,
09/24/2001,1409.497,3929.51,,,2180.67,75.96,1158.78,,4000.055,269.8802,523.59,90.43,1185.86,111.9,134.6376,109.5441,176.9132,2.6
09/25/2001,1421.908,3964.98,1117.03,,2204.1,75.67,1160.34,,3997.332,268.9859,523.78,90.3,1187.51,112.07,134.3165,109.6873,176.4508,2.6
09/26/2001,1415.014,4041.73,1104.84,,2221.24,75.74,1165.5,,4004.618,267.2915,524.13,87.96,1191.93,112.33,134.1849,109.7124,179.0032,2.59125
09/27/2001,1431.294,4096.94,1110.92,,2253.18,75.75,1170.07,,4012.8,267.7942,523.37,87.28,1196.16,112.55,134.3125,109.9683,179.9231,2.6
09/28/2001,1462.69,4222.3,1132.66,,2319.29,76.93,1170.1,118.34,4017.354,268.9088,514.68,86.58,1191.78,112.58,134.2673,110.0701,181.7182,2.59
09/29/2001,,,,,,,,,4017.874,,,,,,,,,
09/30/2001,,,,,,,,,4018.403,,,,,,,,,
10/01/2001,1459.333,4109.14,1158.79,,2263.59,76.6,1172.82,,4018.93,267.8278,514.86,86.32,1194.75,112.69,134.2587,110.1884,180.5032,2.6
10/02/2001,1477.291,4182.06,1181.59,,2285.68,76.01,1175.69,,4030.48,267.4376,515.35,86.11,1199.2,112.89,134.5389,110.5182,178.4302,2.5925000000000002
10/03/2001,1507.029,4181.23,1162.46,,2309.32,75.62,1176.86,,4029.845,265.5433,516.06,86.21,1202.42,113.24,134.7642,111.0016,176.4574,2.5
10/04/2001,1503.312,4347.85,1185.53,,2372.91,77.11,1177.24,,4026.918,263.3342,516.15,86.5,1202.06,113.31,134.6679,110.9054,179.3919,2.5
10/05/2001,1506.111,4288.08,1184.7,,2382.27,77.37,1177.58,,4037.225,263.4326,515.72,86.44,1202.54,113.38,134.5953,111.1562,177.8989,2.48125
10/06/2001,,,,,,,,,4037.742,,,,,,,,,
10/07/2001,,,,,,,,,4038.26,,,,,,,,,
10/08/2001,1493.544,4294.99,,,2380.7,76.48,,,4049.322,,,86.41,,113.35,134.5953,110.7932,178.4413,2.44
10/09/2001,1485.628,4299.73,1154.33,,2369.86,77.81,1173.64,,4048.718,263.6416,516.67,86.33,1198.19,113.09,134.2893,110.3612,179.4402,2.43125
10/10/2001,1519.771,4442.79,1141.24,,2437.8,78.71,1174.62,,4042.12,266.1078,516.28,86.27,1198.94,113.08,134.0419,110.1758,180.6199,2.43
10/11/2001,1542.979,4496.89,1178.31,,2443.41,80.87,1169.71,,4035.075,267.3893,516.26,86.45,1195.26,113.05,133.7599,110.2623,184.119,2.43
10/12/2001,1534.862,4481.65,1203.55,,2434.22,80.46,1169.92,,4021.342,266.1829,520.86,86.5,1196.89,113.19,134.1221,110.3792,179.164,2.45625
10/13/2001,,,,,,,,,4021.871,,,,,,,,,
10/14/2001,,,,,,,,,4022.402,,,,,,,,,
10/15/2001,1532.517,4347.1,1186.18,,2397.21,80.13,1174.22,,4031.163,268.9649,521.71,86.49,1201.24,113.45,134.2939,110.6551,176.9464,2.43125
10/16/2001,1543.149,4426.08,1193.25,,2404.46,80.9,1176.35,,4037.829,271.6531,520.74,91.33,1204.95,113.53,134.4163,110.9292,177.5353,2.42
10/17/2001,1514.497,4524.06,1203.69,,2462.07,81.54,1177.34,,4039.889,272.9811,519.81,91.44,1206.19,113.55,134.5097,110.9599,176.0152,2.41
10/18/2001,1502.61,4429.45,1182.53,,2420.73,80.63,1178.16,,4041.485,271.9408,519.99,91.53,1207.25,113.65,134.5919,111.1812,174.0097,2.39
10/19/2001,1509.458,4364.16,1184.93,,2374.19,80.83,1175.25,,4041.609,273.4897,519.91,91.61,1204.91,113.72,134.6842,111.298,177.8225,2.36625
10/20/2001,,,,,,,,,4042.127,,,,,,,,,
10/21/2001,,,,,,,,,4042.655,,,,,,,,,
10/22/2001,1532.547,4458.09,1187.5,,2399.15,81.17,1176.02,,4038.826,274.9541,520.35,91.68,1205.27,113.85,134.798,111.3894,177.5938,2.3525
10/23/2001,1525.347,4586.49,1212.7,,2457.31,81.74,1174.94,,4019.738,274.2684,520.46,91.69,1204.04,113.79,134.7559,111.1614,175.8259,2.35
10/24/2001,1525.956,4623.83,1217.66,,2445.33,82.74,1179.74,,4035.739,273.1898,520.83,91.69,1207.64,114.05,134.9111,110.8791,178.7685,2.33
10/25/2001,1546.9,4513.39,1226.08,,2406.99,82.71,1183.3,,4055.589,272.7919,520.98,91.73,1208.73,114.38,135.2057,111.1508,177.4625,2.31
10/26/2001,1553.257,4626.69,1218.77,,2455.29,83.13,1183.96,,4057.946,271.8642,522.96,91.95,1208.41,114.52,135.4543,111.287,177.7946,2.2800000000000002
10/27/2001,,,,,,,,,4058.468,,,,,,,,,
10/28/2001,,,,,,,,,4058.985,,,,,,,,,
10/29/2001,1516.393,4518.66,1198.22,,2406.66,82.9,1187.24,,4069.837,267.3557,524.33,92.41,1210.83,114.9,135.6075,111.4202,179.044,2.27
10/30/2001,1490.439,4374.13,1181.74,,2367.72,81.33,1190.71,,4077.82,268.598,525.84,92.92,1213.05,115.17,135.6656,111.5576,177.3483,2.23
10/31/2001,1490.582,4456.79,1172.46,,2385.93,81.7,1202.51,121.25,4086.2,268.139,527.41,93.33,1221.11,115.39,137.3495,111.7808,175.3805,2.2
11/01/2001,1524.963,4495.64,1168.59,,2400.86,82.09,1204.9,,4089.033,265.9284,527.64,93.34,1222.96,116.0,138.297,112.1416,172.0513,2.21
11/02/2001,1529.353,4488.33,1166.15,,2428.46,82.65,1196.29,,4093.283,264.309,527.52,93.46,1215.19,115.79,137.7155,112.0485,170.6597,2.2
11/03/2001,,,,,,,,,4093.785,,,,,,,,,
11/04/2001,,,,,,,,,4094.289,,,,,,,,,
11/05/2001,1551.394,4621.21,1166.56,,2466.14,84.19,1201.62,,4091.232,267.969,528.02,93.67,1219.96,116.09,137.7859,112.1482,168.2194,2.165
11/06/2001,1573.931,4599.67,1177.09,,2468.48,84.44,1203.54,,4098.617,269.2348,528.22,93.72,1224.3,116.1,138.1686,112.1801,167.1609,2.135
11/07/2001,1570.156,4655.23,1149.38,,2469.8,84.3,1210.05,,4108.589,272.1182,528.54,93.79,1231.37,116.46,138.6321,112.6395,168.8002,2.0
11/08/2001,1574.094,4771.68,1158.15,,2499.07,85.39,1203.89,,4121.153,272.036,528.52,93.88,1226.89,116.31,138.299,112.6885,174.5327,1.99875
11/09/2001,1576.608,4697.17,1140.82,,2483.03,85.73,1202.61,,4103.478,271.8321,531.62,93.92,1225.09,116.3,138.1671,112.7306,179.5397,2.01625
11/10/2001,,,,,,,,,4103.978,,,,,,,,,
11/11/2001,,,,,,,,,4104.478,,,,,,,,,
11/12/2001,1573.821,4571.31,1130.11,,2436.64,85.63,,,4080.87,,,93.98,,116.4,138.1671,112.7892,175.0718,2.025
11/13/2001,1603.275,4764.06,1124.99,,2498.59,86.75,1198.88,,4090.955,272.4717,532.05,94.15,1224.08,115.92,137.6908,112.6106,178.8362,2.01125
11/14/2001,1606.637,4751.74,1127.89,,2484.31,88.13,1190.19,,4077.588,271.1416,533.5,94.11,1218.07,115.56,137.0536,112.3293,171.0034,2.02125
11/15/2001,1608.094,4745.95,1156.07,,2483.11,89.25,1175.33,,4047.116,270.5402,536.06,96.79,1205.21,114.99,135.9081,112.256,161.9622,2.1
11/16/2001,1603.171,4796.68,1165.44,,2508.13,89.31,1166.43,,4016.497,267.8143,537.24,96.62,1198.1,114.74,134.7141,112.0965,165.0103,2.13875
11/17/2001,,,,,,,,,4017.051,,,,,,,,,
11/18/2001,,,,,,,,,4017.594,,,,,,,,,
11/19/2001,1620.661,4863.67,1178.67,,2530.4,90.83,1175.68,,4002.667,267.5771,539.41,96.61,1208.68,114.81,135.2,112.1247,165.9872,2.15
11/20/2001,1608.903,4801.58,1168.26,,2511.78,89.67,1168.59,,4018.475,266.7792,539.78,96.58,1203.26,114.81,134.7526,112.1328,169.1651,2.11313
11/21/2001,1601.021,4779.51,1171.65,,2520.16,89.71,1162.3,,3999.338,267.3213,541.39,96.76,1197.92,114.41,134.1211,111.9788,168.306,2.13
11/22/2001,,4831.08,1175.89,,2535.41,90.14,,,3984.174,,,96.69,,114.31,134.1211,111.9489,,2.1625
11/23/2001,1619.782,4833.52,,,2510.4,91.2,1159.29,,3977.476,268.8582,541.56,96.71,1196.32,114.45,133.9013,112.0923,169.1197,2.15625
11/24/2001,,,,,,,,,3978.042,,,,,,,,,
11/25/2001,,,,,,,,,3978.611,,,,,,,,,
11/26/2001,1629.758,4809.62,1204.99,,2514.79,92.86,1159.01,,3992.122,272.1025,542.59,97.81,1198.16,114.71,133.779,112.1562,166.4851,2.15563
11/27/2001,1618.624,4716.73,1194.89,,2497.48,92.48,1162.27,,3990.65,270.0293,543.16,96.79,1203.04,113.92,133.5888,111.5832,169.887,2.1675
11/28/2001,1589.375,4653.58,1165.78,,2469.16,90.44,1162.62,,4016.659,269.1292,543.85,96.89,1201.92,114.36,133.4557,111.652,167.3175,2.09625
11/29/2001,1605.99,4650.51,1160.48,,2470.72,89.81,1172.84,,4014.698,267.2122,547.19,96.87,1211.26,114.58,134.0146,111.7363,165.01,2.08125
11/30/2001,1604.919,4687.54,1162.38,,2468.37,90.23,1172.74,120.55,4030.892,267.3055,546.65,96.97,1210.79,114.72,134.08,112.0246,169.575,2.03188
12/01/2001,,,,,,,,,4031.442,,,,,,,,,
12/02/2001,,,,,,,,,4031.976,,,,,,,,,
12/03/2001,1591.478,4671.31,1139.35,,2449.91,91.45,1175.51,,4036.682,270.5776,547.06,97.13,1210.39,115.04,134.1677,111.9115,171.1926,2.0075
12/04/2001,1612.464,4728.62,1138.34,,2472.44,92.43,1179.91,,4028.385,270.7316,547.33,97.15,1214.09,115.11,134.5704,112.2066,168.5607,2.0
12/05/2001,1649.004,4897.19,1159.2,,2530.4,95.15,1164.54,,4033.957,270.8954,547.05,96.99,1201.59,114.23,133.3524,111.5975,167.4969,1.98125
12/06/2001,1644.484,4906.11,1171.02,,2547.59,96.63,1157.69,,4000.44,269.7935,546.54,97.08,1197.67,113.92,132.5311,111.2231,163.5196,2.02
12/07/2001,1632.099,4860.1,1157.37,,2497.76,97.23,1148.25,,4007.971,268.7367,546.43,97.26,1189.46,113.43,131.8246,111.0976,165.481,2.00375
12/08/2001,,,,,,,,,4008.528,,,,,,,,,
12/09/2001,,,,,,,,,4009.09,,,,,,,,,
12/10/2001,1606.227,4767.0,1132.64,,2459.95,96.22,1151.45,,3997.969,268.8044,546.95,97.49,1190.74,113.76,131.8231,111.2932,163.6276,1.9300000000000002
12/11/2001,1601.761,4798.21,1123.06,,2448.43,95.71,1155.14,,4003.035,271.1147,547.55,97.54,1194.42,114.07,131.8515,111.3261,163.4038,1.9
12/12/2001,1602.447,4731.37,1146.84,,2429.13,96.88,1161.1,,3998.158,273.1005,547.75,97.55,1199.65,114.55,132.2525,111.5807,163.9917,1.86313
12/13/2001,1577.577,4622.28,1121.11,,2407.72,95.26,1154.5,,4010.856,271.4034,546.0,97.53,1192.49,114.35,131.9955,111.5294,163.693,1.87
12/14/2001,1582.809,4572.92,1114.28,,2401.15,94.74,1150.59,,4003.481,270.6235,545.8,97.49,1186.39,114.29,131.8815,111.7087,168.8053,1.895
12/15/2001,,,,,,,,,4004.037,,,,,,,,,
12/16/2001,,,,,,,,,4004.596,,,,,,,,,
12/17/2001,1598.737,4731.96,1094.61,,2436.87,94.69,1147.31,,3994.934,270.6367,543.65,94.68,1182.02,113.89,131.2832,111.4464,168.1478,1.90125
12/18/2001,1610.831,4716.2,1098.62,,2443.88,94.61,1154.39,,3996.219,271.2304,543.14,94.8,1189.04,114.16,131.2762,111.5438,168.3874,1.9100000000000001
12/19/2001,1620.267,4678.99,1103.1,,2429.96,94.48,1159.67,,4008.017,269.9673,543.36,94.8,1194.46,114.33,132.4195,111.6368,169.1165,1.9024999999999999
12/20/2001,1606.915,4635.37,1120.61,,2410.83,94.55,1158.93,,4010.184,268.2611,543.46,94.82,1194.56,114.21,133.0911,111.5307,167.0024,1.9024999999999999
12/21/2001,1613.937,4736.56,1115.13,,2448.32,93.67,1157.3,,4003.844,269.0251,543.57,95.02,1196.05,114.08,133.601,111.4985,169.3917,1.9
12/22/2001,,,,,,,,,4004.411,,,,,,,,,
12/23/2001,,,,,,,,,4004.97,,,,,,,,,
12/24/2001,1613.602,4737.25,,,2456.94,94.21,1154.93,,4002.479,268.2146,543.55,96.05,1193.86,114.23,133.3674,111.5163,169.6576,1.90375
12/25/2001,,,1110.22,,,94.7,,,4003.042,,,,,,133.3674,111.5212,,
12/26/2001,1620.262,,1100.47,,,94.94,1152.46,,4003.611,266.3648,543.98,,1192.51,,133.0837,111.5475,174.7635,
12/27/2001,1631.692,4841.57,1122.31,,2474.09,95.63,1157.16,,3975.853,269.2182,544.3,96.63,1198.01,113.96,132.902,111.3014,173.3043,1.90875
12/28/2001,1637.226,4877.12,1142.35,,2487.95,96.71,1155.25,,3987.374,270.6403,544.86,96.58,1197.21,113.78,132.6494,111.1119,172.4514,1.88125
12/29/2001,,,,,,,,,3987.942,,,,,,,,,
12/30/2001,,,,,,,,,3988.512,,,,,,,,,
12/31/2001,1618.979,,,,2476.05,97.38,1161.32,118.93,3988.452,268.8529,544.42,96.07,1202.03,113.67,132.7061,111.1115,169.1572,1.88125
01/01/2002,,,,,,97.4,,,3989.023,,,,,,132.7061,111.1115,,
01/02/2002,1628.506,4812.9,,,2476.79,98.83,1153.38,,4004.712,270.9574,544.72,95.53,1197.28,113.71,132.4935,111.1915,173.2103,1.86375
01/03/2002,1643.479,4912.26,,,2524.49,100.1,1155.69,,3987.835,273.3359,544.92,95.59,1201.48,113.93,133.0486,111.2642,170.3246,1.8756300000000001
01/04/2002,1653.69,4896.01,1166.5,,2526.85,102.08,1154.41,,3990.058,273.8688,546.24,96.0,1200.26,113.79,132.7551,110.7543,175.5065,1.87
01/05/2002,,,,,,,,,3990.623,,,,,,,,,
01/06/2002,,,,,,,,,3991.199,,,,,,,,,
01/07/2002,1642.95,4811.43,1167.8,,2512.52,103.02,1161.83,,3991.51,274.3783,548.24,97.72,1207.64,114.42,133.221,110.7558,175.4411,1.87
01/08/2002,1637.482,4772.5,1141.94,,2492.02,102.29,1161.6,,4006.704,273.9799,549.02,99.19,1207.16,114.46,133.1936,110.7077,174.9187,1.8425
01/09/2002,1629.697,4771.15,1134.46,,2481.76,102.29,1162.34,,4007.42,273.2316,549.73,99.58,1209.15,114.19,133.2796,110.2582,171.1809,1.84375
01/10/2002,1631.716,4699.18,1118.04,,2463.84,100.75,1169.7,,4019.354,272.7444,550.11,99.61,1215.42,114.37,133.7121,110.5399,172.2429,1.83125
01/11/2002,1616.346,4738.45,1106.71,,2467.57,100.04,1175.3,,4029.667,273.1006,551.08,99.61,1219.35,114.47,134.0997,110.58,170.9377,1.82688
01/12/2002,,,,,,,,,4030.232,,,,,,,,,
01/13/2002,,,,,,,,,4030.793,,,,,,,,,
01/14/2002,1606.202,4599.82,,,2427.19,99.95,1175.06,,4058.602,273.0445,551.58,99.95,1219.45,114.93,134.1348,110.841,167.7311,1.72375
01/15/2002,1617.181,4662.23,1085.0,,2452.11,98.97,1177.82,,4047.441,273.194,550.54,99.53,1221.9,114.8,134.1392,111.2222,168.2198,1.72375
01/16/2002,1591.04,4584.56,1093.07,,2433.93,97.9,1176.84,,4048.492,273.1802,549.67,99.7,1220.83,115.0,133.8074,111.5674,169.4227,1.71563
01/17/2002,1607.02,4677.91,1090.07,,2439.09,98.56,1171.47,,4039.538,274.0922,549.99,99.81,1214.57,114.92,133.51,111.3862,165.0839,1.74
01/18/2002,1591.078,4666.55,1115.24,,2433.56,98.44,1174.81,,4027.829,274.8873,550.11,99.7,1218.04,114.7,133.7869,111.2727,164.5401,1.77
01/19/2002,,,,,,,,,4028.397,,,,,,,,,
01/20/2002,,,,,,,,,4028.956,,,,,,,,,
01/21/2002,,4618.72,1113.24,,2439.13,99.17,,,4022.679,,,99.82,,114.91,133.7869,111.2755,,1.7962500000000001
01/22/2002,1579.408,4634.93,1090.33,,2444.19,98.94,1174.24,,4021.79,275.603,550.4,99.67,1218.56,114.57,133.8013,111.5509,164.4057,1.8
01/23/2002,1591.941,4678.77,1079.34,,2459.6,99.78,1167.35,,4008.209,276.1581,550.28,99.58,1212.84,114.68,133.5812,111.9123,166.4691,1.8
01/24/2002,1597.549,4757.42,1085.14,,2484.52,100.2,1166.12,,3996.013,276.1321,551.28,99.76,1212.27,114.29,133.3473,111.6238,167.3811,1.81
01/25/2002,1599.143,4746.08,1091.11,,2465.48,100.85,1164.84,,3992.584,275.5791,551.44,97.44,1211.47,113.96,133.0238,111.1574,168.3925,1.87
01/26/2002,,,,,,,,,3993.169,,,,,,,,,
01/27/2002,,,,,,,,,3993.752,,,,,,,,,
01/28/2002,1598.861,4795.51,1103.57,,2480.0,101.21,1165.63,,3994.339,275.4047,551.77,97.62,1212.05,114.05,132.8463,110.7706,167.5229,1.87
01/29/2002,1553.233,4724.74,1083.31,,2436.21,100.64,1172.41,,3986.626,274.7794,551.72,97.68,1217.28,114.26,133.2493,110.98,165.8558,1.87
01/30/2002,1571.692,4655.6,1067.84,,2416.44,99.21,1172.28,,4003.381,274.4628,549.39,96.09,1216.88,114.42,133.4368,110.9572,163.6221,1.8599999999999999
01/31/2002,1595.353,4707.08,1075.6,,2452.26,100.67,1169.14,119.63,3988.564,274.3569,548.21,96.22,1212.23,114.58,133.3758,111.0321,166.0257,1.88
02/01/2002,1584.061,4723.01,1058.43,,2464.09,100.45,1172.16,,3986.654,274.0716,548.4,96.26,1213.98,114.73,133.7315,111.4623,170.2395,1.92
02/02/2002,,,,,,,,,3987.24,,,,,,,,,
02/03/2002,,,,,,,,,3987.831,,,,,,,,,
02/04/2002,1544.892,4641.63,1044.32,,2453.47,99.97,1177.64,,3998.633,274.5966,548.69,96.2,1216.42,114.99,134.1324,111.86,168.6998,1.90875
02/05/2002,1538.701,4534.5,1025.24,,2418.35,100.08,1177.49,,4011.064,275.3192,547.2,96.02,1211.4,115.08,134.0626,111.9412,168.3977,1.9
02/06/2002,1529.675,4469.96,1021.08,,2409.33,100.58,1175.88,,4016.209,275.5565,547.23,95.94,1209.23,114.94,133.9468,112.0103,166.9939,1.9
02/07/2002,1525.263,4514.27,1041.81,,2434.6,99.59,1174.02,,4022.936,275.2785,545.75,95.91,1208.29,114.23,133.7621,111.5385,167.2566,1.9
